AccreditingBodyName,AccreditionType,HEP,KisCourseTitle,KiscourseID
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007789) The University of East Anglia,BSc (Hons) Nursing (Adult),UNU1B740305
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007790) The University of Edinburgh,BN (Hons) Nursing,UTNURSING01F
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007791) The University of Essex,BSc (Hons) Nursing (Adult),13914
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007791) The University of Essex,BSc (Hons) Nursing (Adult) (Including Year Abroad),14172
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007791) The University of Essex,MSci Nursing (Dual Award in Adult and Mental Health),16663
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007792) The University of Exeter,BSc (Hons) Adult Nursing,UFS3EMSEMS07_B701
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007792) The University of Exeter,MSci (Hons) Nursing,UFX4NURNUR01_B700
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007793) University of South Wales,BSc (Hons) Nursing (Adult),QBHF335
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007793) University of South Wales,BSc (Hons) Nursing (Adult): Flexible Learning,QBHP104
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007793) University of South Wales,BSc (Hons) Nursing (Learning Disabilities),QBHF337
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007793) University of South Wales,BSc (Hons) Nursing (Mental Health): Flexible Learning,QBHP107
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007794) The University of Glasgow,BN (Hons) Nursing,B700-2102
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007795) The University of Leeds,BSc (Hons) Nursing (Adult),B700
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007796) The University of Leicester,MSci (Hons) Nursing with Leadership Dual Field (Mental Health and Adult Nursing),Nursing_Adult
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007796) The University of Leicester,MSci (Hons) Nursing with Leadership Single Field (Adult Nursing),MDSNG
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007798) The University of Manchester,BNurs (Hons) Nursing: Adult Nursing,103
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007800) The University of the West of Scotland,BSc Adult Nursing,B740
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007801) University of Plymouth,BSc (Hons) Nursing (Adult Health),6608
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007801) University of Plymouth,BSc (Hons) Nursing (Adult Health),6610
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007801) University of Plymouth,BSc (Hons) Nursing (Adult Health),6612
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007801) University of Plymouth,MNurs (Hons) Nursing (Adult Health and Child Health),6647
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007801) University of Plymouth,MNurs (Hons) Nursing (Adult Health and Mental Health),6648
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007804) The University of Stirling,BSc (Hons) Nursing (Adult),U16-NURADN
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007804) The University of Stirling,BSc Nursing (Adult Branch),U20-NURADN
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007807) Ulster University,BSc (Hons) Nursing (Adult),3005
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007814) Cardiff University,BMid (Hons) Midwifery,UFBWMIDB
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007814) Cardiff University,BN (Hons) Nursing (Adult) Autumn Intake,UFBNNRSM
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007823) Edge Hill University,BSc (Hons) Nursing (Adult),BAH000400
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007823) Edge Hill University,MNSW (Hons) Adult Nursing & Social Work,MAH000001
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007823) Edge Hill University,MSci (Hons) Nursing (Adult And Child),MAI000400
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007823) Edge Hill University,MSci (Hons) Nursing (Adult And Learning Disabilities),MAI000402
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007823) Edge Hill University,MSci (Hons) Nursing (Adult And Mental Health),MAI000401
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007832) Birmingham Newman University,BSc (Hons) Adult Nursing,BSS3ADNR1NWF
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007833) Wrexham University,BN (Hons) Adult Nursing,K25-NUASNG
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007842) University of Cumbria,BSc (Hons) Adult Nursing,UBFCUOCNRSAD0
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007848) University of Chester,BN (Hons) Adult Nursing,NBSB740-K
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007851) University of Derby,BSc (Hons) Nursing (Adult),B7703
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007851) University of Derby,BSc (Hons) Nursing (Adult) Direct Entry,UB7BT3
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007851) University of Derby,BSc (Hons) Nursing (Adult) with Foundation Year,B7703F
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007851) University of Derby,MSci Nursing (Adult) and Leadership,B7014
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007851) University of Derby,MSci Nursing Dual Award (Adult and Child),B7064
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007851) University of Derby,MSci Nursing Dual Award (Adult and Mental Health),B7054
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007852) The University of Dundee,BSc (Hons) Nursing (Adult) (Fife),B741F
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007852) The University of Dundee,BSc (Hons) Nursing (Adult) (Tayside),B741T
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007852) The University of Dundee,BSc Nursing (Adult) (Fife),B740F
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007852) The University of Dundee,BSc Nursing (Adult) (Tayside),B740T
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007852) The University of Dundee,MSc Nursing (Adult) (Fife),B742F
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007852) The University of Dundee,MSc Nursing (Adult) (Tayside),B742T
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007855) Swansea University,BSc (Hons) Nursing (Adult),BSHD3XAXSHUAS
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007855) Swansea University,BSc (Hons) Nursing (Adult) (Carmarthen Campus),BSHC3XAXSHUAS
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007855) Swansea University,BSc (Hons) Nursing (Learning Disability),BSHM3BXXSHLDS
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007857) Bangor University,BN (Hons) Adult Nursing,BN_ADTN
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007857) Bangor University,BN (Hons) Adult Nursing,BN_ADTN
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007857) Bangor University,BN (Hons) Adult Nursing (Distance Learning),BN_ADTNDL
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10014001) University of Suffolk,BSc (Hons) Adult Nursing,WATNSGLEU-Y
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10031982) BPP University,BSc (Hons) Nursing (Adult) [Pre-registration Nursing],BSCHNADPREG
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (child).,(10000291) Anglia Ruskin University,BSc (Hons) Nursing (Child),K00109
